process,process_description,text,label
GPT_5,"The process is about the right to withdraw from the General Data Protection Regulations and
involves individuals being able to withdraw their data from a service upon request. Once a data subject sends a withdrawal request, it is checked to see if the data is relevant. If not, the withheld data is not being used anymore. If it is, the data subject is informed that all running business processes will be stopped if the withdrawal is continued. If the data subject chooses not to continue, the withdrawal is aborted; otherwise, all running business processes are stopped, and the withdrawal data is not being used anymore. Finally, the withdrawal is communicated.",(2)  The Commissioner may give the person a written direction requiring the person to take specified action directed towards ensuring that the person does not contravene section 75 in the future. ,0
GPT_5,"The process is about the right to withdraw from the General Data Protection Regulations and
involves individuals being able to withdraw their data from a service upon request. Once a data subject sends a withdrawal request, it is checked to see if the data is relevant. If not, the withheld data is not being used anymore. If it is, the data subject is informed that all running business processes will be stopped if the withdrawal is continued. If the data subject chooses not to continue, the withdrawal is aborted; otherwise, all running business processes are stopped, and the withdrawal data is not being used anymore. Finally, the withdrawal is communicated.","When the personal data breach is likely to result in a high risk to the rights and freedoms of natural persons, the controller shall communicate the personal data breach to the data subject without undue delay.",0
GPT_5,"The process is about the right to withdraw from the General Data Protection Regulations and
involves individuals being able to withdraw their data from a service upon request. Once a data subject sends a withdrawal request, it is checked to see if the data is relevant. If not, the withheld data is not being used anymore. If it is, the data subject is informed that all running business processes will be stopped if the withdrawal is continued. If the data subject chooses not to continue, the withdrawal is aborted; otherwise, all running business processes are stopped, and the withdrawal data is not being used anymore. Finally, the withdrawal is communicated.",A single assessment may address a set of similar processing operations that present similar high risks.,0
GPT_5,"The process is about the right to withdraw from the General Data Protection Regulations and
involves individuals being able to withdraw their data from a service upon request. Once a data subject sends a withdrawal request, it is checked to see if the data is relevant. If not, the withheld data is not being used anymore. If it is, the data subject is informed that all running business processes will be stopped if the withdrawal is continued. If the data subject chooses not to continue, the withdrawal is aborted; otherwise, all running business processes are stopped, and the withdrawal data is not being used anymore. Finally, the withdrawal is communicated.","The communication to the data subject referred to in paragraph 1 of this Article shall describe in clear and plain language the nature of the personal data breach and contain at least the information and measures referred to in points (b), (c) and (d) of Article 33(3).",0
GPT_5,"The process is about the right to withdraw from the General Data Protection Regulations and
involves individuals being able to withdraw their data from a service upon request. Once a data subject sends a withdrawal request, it is checked to see if the data is relevant. If not, the withheld data is not being used anymore. If it is, the data subject is informed that all running business processes will be stopped if the withdrawal is continued. If the data subject chooses not to continue, the withdrawal is aborted; otherwise, all running business processes are stopped, and the withdrawal data is not being used anymore. Finally, the withdrawal is communicated.","Medium roasts are medium brown to brown with no oil on the surface, although darker roasts in this group may appear slightly shiny. They are balanced, exhibiting significant flavour and aroma. They are dropped during the quiet period between the end of 1C and the start of 2C. ",0
GPT_5,"The process is about the right to withdraw from the General Data Protection Regulations and
involves individuals being able to withdraw their data from a service upon request. Once a data subject sends a withdrawal request, it is checked to see if the data is relevant. If not, the withheld data is not being used anymore. If it is, the data subject is informed that all running business processes will be stopped if the withdrawal is continued. If the data subject chooses not to continue, the withdrawal is aborted; otherwise, all running business processes are stopped, and the withdrawal data is not being used anymore. Finally, the withdrawal is communicated.","(2) If the Commissioner is satisfied that there were 2 or more occasions during the previous 12 months on which: (a)  an intimate image of a person is, or has been, provided on: (i) a social media service; or 
(ii) a relevant electronic service; or (iii) a designated internet service; and 
(b)  the provision of the intimate image contravened the service’s terms of use; and 
(c)  the person did not consent to the provision of the intimate image on the service; and 
(d)  the provision of the intimate image on the service is not an exempt provision of the intimate image; ",0
GPT_5,"The process is about the right to withdraw from the General Data Protection Regulations and
involves individuals being able to withdraw their data from a service upon request. Once a data subject sends a withdrawal request, it is checked to see if the data is relevant. If not, the withheld data is not being used anymore. If it is, the data subject is informed that all running business processes will be stopped if the withdrawal is continued. If the data subject chooses not to continue, the withdrawal is aborted; otherwise, all running business processes are stopped, and the withdrawal data is not being used anymore. Finally, the withdrawal is communicated.","If the controller has not already communicated the personal data breach to the data subject, the supervisory authority, having considered the likelihood of the personal data breach resulting in a high risk, may require it to do so or may decide that any of the conditions referred to in paragraph 3 are met.",0
GPT_5,"The process is about the right to withdraw from the General Data Protection Regulations and
involves individuals being able to withdraw their data from a service upon request. Once a data subject sends a withdrawal request, it is checked to see if the data is relevant. If not, the withheld data is not being used anymore. If it is, the data subject is informed that all running business processes will be stopped if the withdrawal is continued. If the data subject chooses not to continue, the withdrawal is aborted; otherwise, all running business processes are stopped, and the withdrawal data is not being used anymore. Finally, the withdrawal is communicated.","Seasoning is an opportunity to get used to the roaster and correlate the thermometer readings to actual bean temperature by recording the time and displayed temperature of the roast's critical points: Yellow, 1C start/end, and 2C start/end. Use the table provided in the annex to record the observed temperatures corresponding to these data points. ",0
GPT_5,"The process is about the right to withdraw from the General Data Protection Regulations and
involves individuals being able to withdraw their data from a service upon request. Once a data subject sends a withdrawal request, it is checked to see if the data is relevant. If not, the withheld data is not being used anymore. If it is, the data subject is informed that all running business processes will be stopped if the withdrawal is continued. If the data subject chooses not to continue, the withdrawal is aborted; otherwise, all running business processes are stopped, and the withdrawal data is not being used anymore. Finally, the withdrawal is communicated.",A hosting service provider who hosts cyber-abuse material targeted at an Australian adult may be given a notice (a removal notice) requiring the provider to cease hosting the material. ,0
GPT_5,"The process is about the right to withdraw from the General Data Protection Regulations and
involves individuals being able to withdraw their data from a service upon request. Once a data subject sends a withdrawal request, it is checked to see if the data is relevant. If not, the withheld data is not being used anymore. If it is, the data subject is informed that all running business processes will be stopped if the withdrawal is continued. If the data subject chooses not to continue, the withdrawal is aborted; otherwise, all running business processes are stopped, and the withdrawal data is not being used anymore. Finally, the withdrawal is communicated.","(2)  So far as is reasonably practicable, the material must be identified in the removal notice in a way that is sufficient to enable the provider of the service to comply with the notice. ",0
GPT_5,"The process is about the right to withdraw from the General Data Protection Regulations and
involves individuals being able to withdraw their data from a service upon request. Once a data subject sends a withdrawal request, it is checked to see if the data is relevant. If not, the withheld data is not being used anymore. If it is, the data subject is informed that all running business processes will be stopped if the withdrawal is continued. If the data subject chooses not to continue, the withdrawal is aborted; otherwise, all running business processes are stopped, and the withdrawal data is not being used anymore. Finally, the withdrawal is communicated.","The communication to the data subject referred to in paragraph 1 shall not be required if any of the following conditions are met the controller has implemented appropriate technical and organisational protection measures, and those measures were applied to the personal data affected by the personal data breach, in particular those that render the personal data unintelligible to any person who is not authorised to access it, such as encryption.",0
GPT_5,"The process is about the right to withdraw from the General Data Protection Regulations and
involves individuals being able to withdraw their data from a service upon request. Once a data subject sends a withdrawal request, it is checked to see if the data is relevant. If not, the withheld data is not being used anymore. If it is, the data subject is informed that all running business processes will be stopped if the withdrawal is continued. If the data subject chooses not to continue, the withdrawal is aborted; otherwise, all running business processes are stopped, and the withdrawal data is not being used anymore. Finally, the withdrawal is communicated.",Adherence to an approved code of conduct as referred to in Article 40 or an approved certification mechanism as referred to in Article 42 may be used as an element by which to demonstrate compliance with the requirements set out in paragraph 1 of this Article.,0
GPT_5,"The process is about the right to withdraw from the General Data Protection Regulations and
involves individuals being able to withdraw their data from a service upon request. Once a data subject sends a withdrawal request, it is checked to see if the data is relevant. If not, the withheld data is not being used anymore. If it is, the data subject is informed that all running business processes will be stopped if the withdrawal is continued. If the data subject chooses not to continue, the withdrawal is aborted; otherwise, all running business processes are stopped, and the withdrawal data is not being used anymore. Finally, the withdrawal is communicated.","ATTITUDE: A positive, helpful attitude can lead to better performance, pay raises, promotions and  healthy employee/team/coffeehouse moral.",0
GPT_6,"This process is about the right to rectify from the General Data Protection Regulation, which means every data subject has the right to rectify its data. The process starts with a rectify request. The service provider checks the list of data to be corrected and corrects the data. The rectification is being communicated to the data subject.",The supervisory authority shall communicate those lists to the Board referred to in Article 68.,0
GPT_6,"This process is about the right to rectify from the General Data Protection Regulation, which means every data subject has the right to rectify its data. The process starts with a rectify request. The service provider checks the list of data to be corrected and corrects the data. The rectification is being communicated to the data subject.","(1) If:(a) material is, or has been, provided on: 
(i) a social media service; or
(ii) a relevant electronic service; or 
(iii) a designated internet service; and 
(b)  the Commissioner is satisfied that the material is or was cyber-abuse material targeted at an Australian adult; and 
(c)  the material was the subject of a complaint that was made to the provider of the service; and 
(d)  if such a complaint was made—the material was not removed from the service within: ",0
GPT_6,"This process is about the right to rectify from the General Data Protection Regulation, which means every data subject has the right to rectify its data. The process starts with a rectify request. The service provider checks the list of data to be corrected and corrects the data. The rectification is being communicated to the data subject.","By switching the Quest over to thermocouples connected to a computer, one can graph this process using software applications (see the section on Modifications). Successful profiles can be stored and used as a template. Here are two suggested profiles from the manufacturer from which to start. ",0
GPT_6,"This process is about the right to rectify from the General Data Protection Regulation, which means every data subject has the right to rectify its data. The process starts with a rectify request. The service provider checks the list of data to be corrected and corrects the data. The rectification is being communicated to the data subject.","(3)  If the Commissioner decides to refuse to give a removal notice under subsection (1), the Commissioner must give written notice of the refusal to the person who made the complaint to the Commissioner under section 36. ",0
GPT_6,"This process is about the right to rectify from the General Data Protection Regulation, which means every data subject has the right to rectify its data. The process starts with a rectify request. The service provider checks the list of data to be corrected and corrects the data. The rectification is being communicated to the data subject.",The supervisory authority shall establish and make public a list of the kind of processing operations which are subject to the requirement for a data protection impact assessment pursuant to paragraph 1.,0
GPT_6,"This process is about the right to rectify from the General Data Protection Regulation, which means every data subject has the right to rectify its data. The process starts with a rectify request. The service provider checks the list of data to be corrected and corrects the data. The rectification is being communicated to the data subject.",The supervisory authority may also establish and make public a list of the kind of processing operations for which no data protection impact assessment is required,0
GPT_6,"This process is about the right to rectify from the General Data Protection Regulation, which means every data subject has the right to rectify its data. The process starts with a rectify request. The service provider checks the list of data to be corrected and corrects the data. The rectification is being communicated to the data subject.","Where a type of processing in particular using new technologies, and taking into account the nature, scope, context and purposes of the processing, is likely to result in a high risk to the rights and freedoms of natural persons, the controller shall, prior to the processing, carry out an assessment of the impact of the envisaged processing operations on the protection of personal data.",0
GPT_6,"This process is about the right to rectify from the General Data Protection Regulation, which means every data subject has the right to rectify its data. The process starts with a rectify request. The service provider checks the list of data to be corrected and corrects the data. The rectification is being communicated to the data subject.","A data protection impact assessment referred to in paragraph 1 shall in particular be required in the case of a systematic and extensive evaluation of personal aspects relating to natural persons which is based on automated processing, including profiling, and on which decisions are based that produce legal effects concerning the natural person or similarly significantly affect the natural person.",0
GPT_6,"This process is about the right to rectify from the General Data Protection Regulation, which means every data subject has the right to rectify its data. The process starts with a rectify request. The service provider checks the list of data to be corrected and corrects the data. The rectification is being communicated to the data subject.",HONESTY: Trustworthiness is an essential characteristic for employment with Coffeehouse Five. ,0
GPT_6,"This process is about the right to rectify from the General Data Protection Regulation, which means every data subject has the right to rectify its data. The process starts with a rectify request. The service provider checks the list of data to be corrected and corrects the data. The rectification is being communicated to the data subject.","CONTINUOUS IMPROVEMENT: Strives to improve, even when already successful. ACCOUNTABILITY: “Own” your job performance and behavior.",0
GPT_6,"This process is about the right to rectify from the General Data Protection Regulation, which means every data subject has the right to rectify its data. The process starts with a rectify request. The service provider checks the list of data to be corrected and corrects the data. The rectification is being communicated to the data subject.","Controlling the roaster to obtain the desired result consistently is called profiling. Profile on the Quest by adjusting the heater and the blower to make changes as the roast progresses. When using the roaster, it is good to keep a log of the bean type, charge size, control settings, and times to reach the roasting stages to duplicate subsequent batches. A typical roasting and cupping form is annexed. ",0
GPT_6,"This process is about the right to rectify from the General Data Protection Regulation, which means every data subject has the right to rectify its data. The process starts with a rectify request. The service provider checks the list of data to be corrected and corrects the data. The rectification is being communicated to the data subject.",A single assessment may address a set of similar processing operations that present similar high risks.,0
GPT_6,"This process is about the right to rectify from the General Data Protection Regulation, which means every data subject has the right to rectify its data. The process starts with a rectify request. The service provider checks the list of data to be corrected and corrects the data. The rectification is being communicated to the data subject.","Roasting coffee is more than merely achieving a given roast level. There is a considerable nuance of flavour created by varying other aspects of the roast. For example, one might shorten or lengthen the time to get to the desired drop temperature. Or one might shorten or extend only a portion of the process. Additionally, one might use different blower settings. ",0
GPT_6,"This process is about the right to rectify from the General Data Protection Regulation, which means every data subject has the right to rectify its data. The process starts with a rectify request. The service provider checks the list of data to be corrected and corrects the data. The rectification is being communicated to the data subject.","(2)  So far as is reasonably practicable, the material must be identified in the removal notice in a way that is sufficient to enable the hosting service provider to comply with the notice. ",0
GPT_6,"This process is about the right to rectify from the General Data Protection Regulation, which means every data subject has the right to rectify its data. The process starts with a rectify request. The service provider checks the list of data to be corrected and corrects the data. The rectification is being communicated to the data subject.","A data protection impact assessment referred to in paragraph 1 shall in particular be required in the case of processing on a large scale of special categories of data referred to in Article 9(1), or of personal data relating to criminal convictions and offences referred to in Article 10.",0
GPT_6,"This process is about the right to rectify from the General Data Protection Regulation, which means every data subject has the right to rectify its data. The process starts with a rectify request. The service provider checks the list of data to be corrected and corrects the data. The rectification is being communicated to the data subject.","The controller shall seek the advice of the data protection officer, where designated, when carrying out a data protection impact assessment.",0
GPT_6,"This process is about the right to rectify from the General Data Protection Regulation, which means every data subject has the right to rectify its data. The process starts with a rectify request. The service provider checks the list of data to be corrected and corrects the data. The rectification is being communicated to the data subject.",A data protection impact assessment referred to in paragraph 1 shall in particular be required in the case of a systematic monitoring of a publicly accessible area on a large scale.,0
GPT_6,"This process is about the right to rectify from the General Data Protection Regulation, which means every data subject has the right to rectify its data. The process starts with a rectify request. The service provider checks the list of data to be corrected and corrects the data. The rectification is being communicated to the data subject.","As an employee you are entitled to a discount on food, beverages and merchandise (in addition to the free food and beverage item while on shift). Food and beverage discount is 50%, including bulk coffee. You are entitled to this discount whether you are on shift or just visiting the coffeehouse when not on shift. However the discount is individual to each employee. Please do not purchase food and beverages for others using this discount. Merchandise discount is 20% on all items, except any that are on clearance. ",0
GPT_5,"The process is about the right to withdraw from the General Data Protection Regulations and
involves individuals being able to withdraw their data from a service upon request. Once a data subject sends a withdrawal request, it is checked to see if the data is relevant. If not, the withheld data is not being used anymore. If it is, the data subject is informed that all running business processes will be stopped if the withdrawal is continued. If the data subject chooses not to continue, the withdrawal is aborted; otherwise, all running business processes are stopped, and the withdrawal data is not being used anymore. Finally, the withdrawal is communicated.","When assessing whether consent is freely given, utmost account shall be taken of whether, inter alia, the performance of a contract, including the provision of a service, is conditional on consent to the processing of personal data that is not necessary for the performance of that contract.",1
GPT_5,"The process is about the right to withdraw from the General Data Protection Regulations and
involves individuals being able to withdraw their data from a service upon request. Once a data subject sends a withdrawal request, it is checked to see if the data is relevant. If not, the withheld data is not being used anymore. If it is, the data subject is informed that all running business processes will be stopped if the withdrawal is continued. If the data subject chooses not to continue, the withdrawal is aborted; otherwise, all running business processes are stopped, and the withdrawal data is not being used anymore. Finally, the withdrawal is communicated.","Where processing is based on consent, the controller shall be able to demonstrate that the data subject has consented to processing of his or her personal data.",1
GPT_5,"The process is about the right to withdraw from the General Data Protection Regulations and
involves individuals being able to withdraw their data from a service upon request. Once a data subject sends a withdrawal request, it is checked to see if the data is relevant. If not, the withheld data is not being used anymore. If it is, the data subject is informed that all running business processes will be stopped if the withdrawal is continued. If the data subject chooses not to continue, the withdrawal is aborted; otherwise, all running business processes are stopped, and the withdrawal data is not being used anymore. Finally, the withdrawal is communicated.","The data subject shall have the right to withdraw his or her consent at any time. The withdrawal of consent shall not affect the lawfulness of processing based on consent before its withdrawal. Prior to giving consent, the data subject shall be informed thereof. It shall be as easy to withdraw as to give consent.",1
GPT_6,"This process is about the right to rectify from the General Data Protection Regulation, which means every data subject has the right to rectify its data. The process starts with a rectify request. The service provider checks the list of data to be corrected and corrects the data. The rectification is being communicated to the data subject.","The data subject shall have the right to obtain from the controller without undue delay the rectification of inaccurate personal data concerning him or her. Taking into account the purposes of the processing, the data subject shall have the right to have incomplete personal ",1
GPT_6,"This process is about the right to rectify from the General Data Protection Regulation, which means every data subject has the right to rectify its data. The process starts with a rectify request. The service provider checks the list of data to be corrected and corrects the data. The rectification is being communicated to the data subject.","The controller shall communicate any rectification or erasure of personal data or restriction of processing carried out in accordance with Article 16,”",1
SM2_1,"This process involves turning off a smart meter based on deregistration of a customer, customer moving to another tenant or customer not paying after administrative process.After receiving a message from the customer and moving it forward to the central system. There the switch off is triggered and communicated to the terminal. The power supply is turned off, which leads to a log entry and return of the status. The status is displayed in the terminal and central system.","(c) material where the following conditions are satisfied:
(i) the material is a publication or the contents of a publication;
(ii) the publication has been classified as Category 2 restricted by the Classification Board under the Classification (Publications, Films and Computer Games) Act 1995; or
(d) material where the following conditions are satisfied:
(i) the material is a publication or the contents of a publication;
(ii) the publication has not been classified by the Classification Board under the Classification (Publications, Films and Computer Games) Act 1995;
(iii) if the publication were to be classified by the Classification Board under that Act—the publication would be likely to be classified as Category 2 restricted",0
SM2_1,"This process involves turning off a smart meter based on deregistration of a customer, customer moving to another tenant or customer not paying after administrative process.After receiving a message from the customer and moving it forward to the central system. There the switch off is triggered and communicated to the terminal. The power supply is turned off, which leads to a log entry and return of the status. The status is displayed in the terminal and central system.","The heaters on some roasters are mounted low in the roasting chamber; therefore, you can use either of the two upper screw holes. The heaters on other roasters are different. As viewed from the front, the left-hand one is mounted high; the other is mounted low. ",0
SM2_1,"This process involves turning off a smart meter based on deregistration of a customer, customer moving to another tenant or customer not paying after administrative process.After receiving a message from the customer and moving it forward to the central system. There the switch off is triggered and communicated to the terminal. The power supply is turned off, which leads to a log entry and return of the status. The status is displayed in the terminal and central system.",The data thus obtained must be transmitted to the central system.,0
SM2_1,"This process involves turning off a smart meter based on deregistration of a customer, customer moving to another tenant or customer not paying after administrative process.After receiving a message from the customer and moving it forward to the central system. There the switch off is triggered and communicated to the terminal. The power supply is turned off, which leads to a log entry and return of the status. The status is displayed in the terminal and central system.","For this it is also necessary to specify or configure a time selection plan differentiated after PUSH or PULL operation. In the case of PUSH operation, the time reading plan must be configurable in the meter, in PULL mode the readout plan is controlled by the central unit. In the readout plan, it must be specified which counters are to be read when and at what time the reading is considered to have ended.",0
SM2_1,"This process involves turning off a smart meter based on deregistration of a customer, customer moving to another tenant or customer not paying after administrative process.After receiving a message from the customer and moving it forward to the central system. There the switch off is triggered and communicated to the terminal. The power supply is turned off, which leads to a log entry and return of the status. The status is displayed in the terminal and central system.",All values ​​collected by 00:00 o'clock must be received by the NL no later than 12 o'clock of the following calendar day.,0
SM2_1,"This process involves turning off a smart meter based on deregistration of a customer, customer moving to another tenant or customer not paying after administrative process.After receiving a message from the customer and moving it forward to the central system. There the switch off is triggered and communicated to the terminal. The power supply is turned off, which leads to a log entry and return of the status. The status is displayed in the terminal and central system.","However, most responsive of the three temperature readings (BT, ET, MET). Thus, it is an excellent choice to monitor the effects of heater and blower control changes.",0
SM2_1,"This process involves turning off a smart meter based on deregistration of a customer, customer moving to another tenant or customer not paying after administrative process.After receiving a message from the customer and moving it forward to the central system. There the switch off is triggered and communicated to the terminal. The power supply is turned off, which leads to a log entry and return of the status. The status is displayed in the terminal and central system.",The retrieval of missing values ​​must be supported by the AMCS accordingly. For division counter applies the,0
SM2_1,"This process involves turning off a smart meter based on deregistration of a customer, customer moving to another tenant or customer not paying after administrative process.After receiving a message from the customer and moving it forward to the central system. There the switch off is triggered and communicated to the terminal. The power supply is turned off, which leads to a log entry and return of the status. The status is displayed in the terminal and central system.","It must also be possible to read out the load profile several times a day as period readout. For the legally required read-out of all values ​​collected up to 12 o'clock, only the missing values ​​have to be read out.",0
SM2_1,"This process involves turning off a smart meter based on deregistration of a customer, customer moving to another tenant or customer not paying after administrative process.After receiving a message from the customer and moving it forward to the central system. There the switch off is triggered and communicated to the terminal. The power supply is turned off, which leads to a log entry and return of the status. The status is displayed in the terminal and central system.","The coffees we source are, at a minimum, Fair Trade certified. The goal of Fair Trade is to create partnerships and terms of trade that will be financially and ethically beneficial to producers. In simpler terms, this means the beans we roast are bought at a fair price that allows the hardworking people growing the coffee to make a living off their wages. ",0
SM2_1,"This process involves turning off a smart meter based on deregistration of a customer, customer moving to another tenant or customer not paying after administrative process.After receiving a message from the customer and moving it forward to the central system. There the switch off is triggered and communicated to the terminal. The power supply is turned off, which leads to a log entry and return of the status. The status is displayed in the terminal and central system.","The terminal switches on the power supply, displays this status on the display (e.g. CONNECTED) and an entry is created in the logbook.",0
SM2_1,"This process involves turning off a smart meter based on deregistration of a customer, customer moving to another tenant or customer not paying after administrative process.After receiving a message from the customer and moving it forward to the central system. There the switch off is triggered and communicated to the terminal. The power supply is turned off, which leads to a log entry and return of the status. The status is displayed in the terminal and central system.",The scope and data content is definable.,0
SM2_1,"This process involves turning off a smart meter based on deregistration of a customer, customer moving to another tenant or customer not paying after administrative process.After receiving a message from the customer and moving it forward to the central system. There the switch off is triggered and communicated to the terminal. The power supply is turned off, which leads to a log entry and return of the status. The status is displayed in the terminal and central system.","The data should be protected along the entire transmission path according to the security concept ""OE requirements catalog end-to-end security smart metering"".",0
SM2_1,"This process involves turning off a smart meter based on deregistration of a customer, customer moving to another tenant or customer not paying after administrative process.After receiving a message from the customer and moving it forward to the central system. There the switch off is triggered and communicated to the terminal. The power supply is turned off, which leads to a log entry and return of the status. The status is displayed in the terminal and central system.","The exceeding of an active power limit, which was set and activated by the meter, is detected by the meter, entered in the logbook and transferred to the central system as ALARM or EVENT.",0
SM2_1,"This process involves turning off a smart meter based on deregistration of a customer, customer moving to another tenant or customer not paying after administrative process.After receiving a message from the customer and moving it forward to the central system. There the switch off is triggered and communicated to the terminal. The power supply is turned off, which leads to a log entry and return of the status. The status is displayed in the terminal and central system.","The officers of the Tribunal and members of the staff of the Tribunal have the functions and powers conferred on them:
(a) by this Act and any other enactment; and (b) by the President.",0
SM2_1,"This process involves turning off a smart meter based on deregistration of a customer, customer moving to another tenant or customer not paying after administrative process.After receiving a message from the customer and moving it forward to the central system. There the switch off is triggered and communicated to the terminal. The power supply is turned off, which leads to a log entry and return of the status. The status is displayed in the terminal and central system.",This status must be visible on the terminal.,1
SM2_1,"This process involves turning off a smart meter based on deregistration of a customer, customer moving to another tenant or customer not paying after administrative process.After receiving a message from the customer and moving it forward to the central system. There the switch off is triggered and communicated to the terminal. The power supply is turned off, which leads to a log entry and return of the status. The status is displayed in the terminal and central system.","From the central system, a shutdown command is transmitted to the affected terminal.",1
SM2_2,"This process involves the smart meter being turned off once all credit from the customer has been consumed. The central system receives the message that the credit has been received and triggers a turn-off in the terminal. The power supply is interrupted, and simultaneously a log entry is created and a return status is created. The return status is displayed in the terminal and central system. The central system then informs the customer about the current balance.","(3A) Where an enactment makes provision in accordance with this section for the making of applications to the Tribunal for the review of decisions of a person made in the exercise of a power conferred on that person, that provision of that enactment applies also in relation to decisions made in the exercise of that power:
(a) by any person to whom that power has been delegated; (b) in the case where the provision specifies the person by
reference to his or her being the holder of a particular office or appointment—by any person for the time being acting in, or performing any of the duties of, that office or appointment; or
(c) by any other person lawfully authorized to exercise that power.",0
SM2_2,"This process involves the smart meter being turned off once all credit from the customer has been consumed. The central system receives the message that the credit has been received and triggers a turn-off in the terminal. The power supply is interrupted, and simultaneously a log entry is created and a return status is created. The return status is displayed in the terminal and central system. The central system then informs the customer about the current balance.",Such apps usually include the ability to develop and display a desired profile in the background. The user can then manipulate the heater and blower controls to duplicate the profile while roasting. ,0
SM2_2,"This process involves the smart meter being turned off once all credit from the customer has been consumed. The central system receives the message that the credit has been received and triggers a turn-off in the terminal. The power supply is interrupted, and simultaneously a log entry is created and a return status is created. The return status is displayed in the terminal and central system. The central system then informs the customer about the current balance.","Review of security clearance decision or security clearance suitability assessment
If an application for a review of a security clearance decision or security clearance suitability assessment is made to the Tribunal, the Tribunal is to review the decision or suitability assessment in accordance with this section.",0
SM2_2,"This process involves the smart meter being turned off once all credit from the customer has been consumed. The central system receives the message that the credit has been received and triggers a turn-off in the terminal. The power supply is interrupted, and simultaneously a log entry is created and a return status is created. The return status is displayed in the terminal and central system. The central system then informs the customer about the current balance.","(1) Except for the provisions specified in subsection (2), this Part does not apply in relation to a proceeding in the Migration and Refugee Division.
Note 1: For the conduct of proceedings in the Migration and Refugee Division, see Parts 5 and 7 of the Migration Act 1958.
Note 2: Enactments that authorise the making of applications for review to the Tribunal can add to, exclude or modify the operation of this Part.
(2) The following provisions of this Part apply in relation to a proceeding in the Migration and Refugee Division:
(a) section 25; (b) section 42.",0
SM2_2,"This process involves the smart meter being turned off once all credit from the customer has been consumed. The central system receives the message that the credit has been received and triggers a turn-off in the terminal. The power supply is interrupted, and simultaneously a log entry is created and a return status is created. The return status is displayed in the terminal and central system. The central system then informs the customer about the current balance.","To convert older Quests to something similar, block the air intake hole, cut narrow slits in the lower case and open the slits to about 3 mm by bending. Make adjustments by changing the bend. ",0
SM2_2,"This process involves the smart meter being turned off once all credit from the customer has been consumed. The central system receives the message that the credit has been received and triggers a turn-off in the terminal. The power supply is interrupted, and simultaneously a log entry is created and a return status is created. The return status is displayed in the terminal and central system. The central system then informs the customer about the current balance.","The outboard set serves the blower, while the inboard set ventilates the electrical cabinet. The latest Quests have the metal between the slots opposite the blower exhaust twisted to direct the exhaust somewhat upward. ",0
SM2_2,"This process involves the smart meter being turned off once all credit from the customer has been consumed. The central system receives the message that the credit has been received and triggers a turn-off in the terminal. The power supply is interrupted, and simultaneously a log entry is created and a return status is created. The return status is displayed in the terminal and central system. The central system then informs the customer about the current balance.","If there is a time deviation between 2 and 9 seconds, the time must be synchronized, an entry in the logbook does not take place with a time deviation greater than 9 seconds, the time must be set and entry in the logbook and in the load profile (counter reading with date and time and status entry). The time chronology (""numbering"") of the measured values must be retained. Synchronization must be possible via the service interface (WZ) / maintenance interface (WG) of the terminals / gateways.",0
SM2_2,"This process involves the smart meter being turned off once all credit from the customer has been consumed. The central system receives the message that the credit has been received and triggers a turn-off in the terminal. The power supply is interrupted, and simultaneously a log entry is created and a return status is created. The return status is displayed in the terminal and central system. The central system then informs the customer about the current balance.",The current time is checked.,0
SM2_2,"This process involves the smart meter being turned off once all credit from the customer has been consumed. The central system receives the message that the credit has been received and triggers a turn-off in the terminal. The power supply is interrupted, and simultaneously a log entry is created and a return status is created. The return status is displayed in the terminal and central system. The central system then informs the customer about the current balance.","With a recognized time deviation of up to 2 seconds, no action may be taken!",0
